sgRNA target	Number sgRNAs	Locus tag	Gene name	Gene product	Weighted mean fitness at 30% CO2	Weighted mean fitness at 4% CO2	Standard deviation of weighted mean fitness at 30% CO2	Standard deviation of weighted mean fitness at 4% CO2	adjusted p value for 30% CO2	adjusted p value for 4% CO2	Combined score for 30% CO2	Combined score for 4% CO2	Impact score
slr1861	5	slr1861	slr1861	probable sigma regulatory factor	-0.305916245106771	-0.66600236095021	0.216524362324085	0.393092699298584	0.287103864635769	0.17662761241048	0.16579466234603	0.501460751165313	0.25461933432402
argG	5	slr0585	argG	argininosuccinate synthetase	-1.20368307016824	-1.56340377014409	0.837964983402428	0.934952428169843	0.265778382136691	0.116375269737098	0.692695950381702	1.46043690250978	0.254360946286099
slr2118	5	slr2118	slr2118	unknown protein	0.182287323030189	-0.177026330076836	0.244626888513611	0.203263785064308	0.862463238140476	0.290576508746449	0.0117136753439182	0.0950170236359408	0.254073120684888
slr1501	5	slr1501	slr1501	probable acetyltransferase	0.394683189601344	0.0366761155909636	0.291281304756468	0.167550811999613	0.732413180445005	0.647662559333708	0.0533784736079398	0.00691899352238429	0.253149229745494
sll0696	5	sll0696	sll0696	hypothetical protein	-2.35196677549551	-2.7080313723565	1.34644635804839	1.37241649641979	0.0164280793662919	0.0134408636598083	4.19688057821272	5.0682779236936	0.25177569098086
glcE	5	sll1189	glcE	glycolate oxidase subunit GlcE	-0.472024344149203	-0.827805980981808	0.564333355619132	0.846757141264416	0.665258648332501	0.613832048322259	0.0835527794244728	0.175453842475331	0.251575608025984
sll0659	5	sll0659	sll0659	hypothetical protein	0.550071114427893	0.194395189604064	0.304358242672427	0.214127793164525	0.287103864635769	0.799499133977992	0.298117070085789	0.0188917137724924	0.251500858347725
purD	5	slr1159	purD	glycinamide ribonucleotide synthetase	-2.92349870805203	-3.27916820428707	1.65500105339663	1.86801732226372	0.167042074736508	0.0627282714324613	2.27206754894999	3.94332004523495	0.251496312649005
ftsH	5	slr1604	ftsH3	cell division protein FtsH	-3.08385743566174	-3.43927705008609	1.17629818292972	2.09710594852151	0.00903848382619154	0.0134408636598083	6.303109827313	6.43685746197575	0.251319619526165
slr1056	5	slr1056	slr1056	unknown protein	0.383145558908214	0.0291238311721239	0.355813113052118	0.144501324685067	0.801021337301133	0.539930253869482	0.0369183409798801	0.0077953527156245	0.250331164369567
IAP75	5	slr1227	IAP75	chloroplastic outer envelope membrane protein h omolog	-4.49546285159185	-4.84947434993425	2.00427126816817	2.92472392772502	0.00903848382619154	0.116375269737098	9.18829636886534	4.53008457166882	0.250323931095919
sll0007	5	sll0007	sll0007	hypothetical protein	0.790172175745635	0.436353084656613	0.500912028661973	0.306908532123542	0.265778382136691	0.576431906113401	0.454728557548623	0.104398343207713	0.250187878622308
dnaX_and_dnaZ	5	slr0446	dnaX	DNA polymerase III delta' subunit	-1.31160766252634	-1.66503935979367	1.05425485956369	1.08125259514344	0.945895107585028	0.20123938752781	0.0316845335987166	1.15934528255761	0.249913949824005
sll1770	5	sll1770	sll1770	hypothetical protein	0.30064380582693	-0.0526233653197978	0.259856254175555	0.0667149279148015	0.770897234545621	0.17662761241048	0.0339738060033684	0.0396223104441596	0.24979761228844
sll0446	5	sll0446	sll0446	unknown protein	-0.675626338679347	-1.02862888245052	0.778217251684	1.03582229076038	0.770897234545621	1	0.0763481492589667	0	0.249610492476697
slr1420	5	slr1420	slr1420	probable sugar kinase	-0.77352316974397	-1.12645151425134	0.772662284725403	1.12429211984132	0.698410020881592	0.914355054285718	0.120584169518604	0.0438022136991707	0.249558025674105
slr1420	5	slr1420	melB	probable sugar transporter	-0.77352316974397	-1.12645151425134	0.772662284725403	1.12429211984132	0.698410020881592	0.914355054285718	0.120584169518604	0.0438022136991707	0.249558025674105
sll0810	5	sll0810	sll0810	unknown protein	0.423952220469272	0.0714972922052121	0.302360298578692	0.198579652245401	0.801021337301133	0.914355054285718	0.0408503042004758	0.00278018151022342	0.249223269838135
sll1144	5	sll1144	mraW	hypothetical protein	0.518463499881964	0.166677438533371	0.353580722670316	0.24838105389968	0.317804804672139	0.914355054285718	0.258111630951454	0.00648127388449681	0.248750309506497
slr1391	5	slr1391	slr1391	unknown protein	-1.63420828025637	-1.98564863906144	0.965680240116869	1.49030173556982	0.0881684801104733	0.873632922859333	1.72357764950285	0.116500007072566	0.248505860893702
kdpC	5	slr1730	kdpC	potassium-transporting P-type ATPase C chain	0.453922905382188	0.103028211834667	0.367562362090801	0.131672880813168	0.346720922983932	0.952507446680345	0.208813592199064	0.00217715305630889	0.248120017289828
hisG	5	sll0900	hisG	ATP phosphoribosyltransferase	-3.77919598070582	-4.1300866575985	1.98109744210215	1.85570413134263	0.00980989964232929	0.00942124926252689	7.58989320588675	8.36710747749853	0.248117177085952
slr0530	5	slr0530	ggtC	glucosylglycerol transport system permease prot ein	0.408305953166201	0.0593999948115972	0.367663311018544	0.193404479891576	0.96476911582635	0.851068828310938	0.00636002161708351	0.0041600974004062	0.246713769148932
slr6058	5	slr6058	slr6058	hypothetical protein	0.416047566575611	0.0678031049756057	0.832680227084692	0.31428267210723	0.665258648332501	0.851068828310938	0.0736443596417406	0.0047486118751885	0.246246020308022
sll0314	5	sll0314	sll0314	periplasmic protein;  function unknown	0.440524853653016	0.0924570064669945	0.145742314640665	0.155825040752355	0.116351752425167	0.746352504788104	0.411550243830896	0.0117472179068694	0.246121135058239
sll0245	5	sll0245	sll0245	probable GTP binding protein	0.0479255351513546	-0.299426241513075	1.23932461005957	0.600302170917723	0.801021337301133	0.424519521785774	0.0046179088005162	0.111417203228339	0.245614796736613
slr8016	5	slr8016	slr8016	plasmid partitioning protein	0.305785000992833	-0.0411227759623871	0.316176575029637	0.163169785139086	0.945895107585028	0.721165257323383	0.0073868546324892	0.00583800327475269	0.245300841531387
htpG	5	sll0430	htpG	HtpG;  heat shock protein 90;  molecular chaperon e	0.522281274193344	0.176191047106327	0.201455494154538	0.390939238785569	0.130921992025113	0.914355054285718	0.461167781949093	0.0068512117917132	0.244722746475622
lepA	5	slr0604	lepA	GTP-binding protein	0.0198146798138704	-0.326193456406072	0.63984971861696	0.223863978337312	0.732413180445005	0.156197939506006	0.00267981356024507	0.263017840696333	0.24466469946684
sll1293	5	sll1293	sll1293	unknown protein	0.488331139718601	0.144227832595954	0.492642223263889	0.0630636806422671	0.665258648332501	0.952507446680345	0.0864392366807942	0.00304776780019231	0.24331778189514
sll1461	5	sll1461	sll1461	hypothetical protein	-0.359844258905517	-0.703742511014231	0.668873221160782	0.581858935942569	0.862463238140476	0.539930253869482	0.0231233788127659	0.188365365185405	0.243172786104273
lacF	5	slr1202	lacF	permease protein of sugar ABC transporter	0.438058485704766	0.094163756930813	0.431854806769373	0.137228815709403	0.521743220241387	0.914355054285718	0.12377044004655	0.00366156994031075	0.243170294730371
map1	5	sll0555	map	methionine aminopeptidase	-1.31000908926509	-1.65364198617858	1.12286188495653	1.16588997327826	0.665258648332501	0.156197939506006	0.23188401580581	1.3333723774889	0.242985151646307
slr0730	5	slr0730	slr0730	hypothetical protein	0.00614018682027037	-0.337102180216599	0.627075281835711	0.859474393096	0.862463238140476	0.721165257323383	0.000394564766041034	0.0478567797521939	0.242709005322292
ssr2047	5	ssr2047	ssr2047	hypothetical protein	0.0340367565604619	-0.309187593340925	0.206120617051862	0.385153384730899	0.521743220241387	0.461056965216689	0.00961685362735988	0.103962909917801	0.242696265283615
slr0362	5	slr0362	slr0362	hypothetical protein	-0.838886063147519	-1.18144275318488	1.02667718844873	1.1418014660142	0.945895107585028	0.613832048322259	0.0202649880850013	0.250407312188139	0.242224158466232
slr0709	5	slr0709	slr0709	hypothetical protein	0.237033856893461	-0.1054119118341	0.913549962329107	0.475472306781654	0.665258648332501	0.773956683279766	0.041957237601481	0.0117305901708708	0.242145725255898
fumC	5	slr0018	fumC	fumarase	-0.0745635149399081	-0.4166437416495	0.278424074037753	0.31269128040242	0.560291610153004	0.20123938752781	0.018759127569819	0.290103626408179	0.241887248016184
sll1544	5	sll1544	sll1544	two-component response regulator NarL subfamily	0.425921419123376	0.0849687163092519	0.214453077431398	0.335110249895156	0.23672765952564	0.934932621803461	0.266520752085601	0.00248275925195918	0.241089968223749
slr1066	5	slr1066	slr1066	unknown protein	0.341673344113936	0.0025692352720086	0.244446724679811	0.131768939827856	0.831372755086894	0.576431906113401	0.0274036412779794	0.000614694647843715	0.239782814890348
sll0909	5	sll0909	sll0909	unknown protein	0.292618095532705	-0.0451942957225317	0.258136050029266	0.346212510302018	0.862463238140476	0.746352504788104	0.0188034653965383	0.00574220667840464	0.238869432625421
slr0110	5	slr0110	slr0110	hypothetical protein	0.410581525015229	0.0732530724857496	0.286821149563683	0.163188543701861	0.560291610153004	0.972096826221706	0.103296514545737	0.000900315040398895	0.238527236270759
sll1530	5	sll1530	sll1530	unknown protein	0.574561272190069	0.238070519484264	0.365300891885834	0.23618582813951	0.287103864635769	1	0.311389779534625	0	0.237934893044841
slr0459	5	slr0459	slr0459	hypothetical protein	0.510020010680672	0.174360275196887	0.708302925595461	0.202545283283204	0.831372755086894	0.952507446680345	0.0409057529890999	0.00368451513700864	0.237347275131867
sll0063	5	sll0063	sll0063	hypothetical protein	-0.325265498643634	-0.660878569280394	0.525265966342668	0.265844239712099	0.287103864635769	0.0451178924440654	0.176281202397775	0.889312036766951	0.237314278102093
ssr2554	5	ssr2554	ssr2554	hypothetical protein	-1.55602057799453	-1.89144979860429	1.05479790679636	0.65499672582108	0.0273335965306326	0.0134408636598083	2.43253198068229	3.53998604148328	0.237184276501276
maf	5	sll0905	maf	hypothetical protein	0.283145377253835	-0.0514740381141798	0.236892968639433	0.389371139946627	0.892734787732264	0.934932621803461	0.0139527080732526	0.00150405525603738	0.236611657723401
slr0380	5	slr0380	slr0380	hypothetical protein	0.489622195482884	0.156689943729423	0.292874676476461	0.138021744576183	0.41870951708492	0.891443924977185	0.185119869119569	0.00781976367983975	0.235418652890579
sll1549	5	sll1549	sll1549	salt-enhanced periplasmic protein	0.377239393687935	0.0446050952273358	0.185871959822715	0.196427332135892	0.453523779275958	0.799499133977992	0.12954398401369	0.0043348124691043	0.23520796809672
ssl7007	1	ssl7007	ssl7007	hypothetical protein	-1.07065765844524	-1.40311169703937	NA	NA	0.41870951708492	0.415490714345943	0.404801921628113	0.53520107033384	0.235080505122765
sll1166	5	sll1166	sll1166	hypothetical protein	0.532035991264367	0.199897513307131	0.907299055454712	0.194360909005973	0.801021337301133	0.851068828310938	0.0512648148527067	0.013999885489793	0.23485737005654
slr6044	5	slr6044	slr6044	hypothetical protein	0.234715960509611	-0.0955901070890671	0.20037440537333	0.311374710211957	0.892734787732264	0.830847581906481	0.0115662254806576	0.00769296179339401	0.233561660266087
slr0686	5	slr0686	slr0686	hypothetical protein	0.583849147936548	0.254576627138132	0.527751699280801	0.295718782967144	0.831372755086894	0.830847581906481	0.0468271607549573	0.0204879806677061	0.232830832314949
sll1372	5	sll1372	sll1372	hypothetical protein	-2.30113676046385	-2.63015455452789	0.592764714773107	0.875464568138552	0.00872410061899529	0.00942124926252689	4.73868337587589	5.32840777073752	0.232650713313724
rfbC2	5	slr1933	rfbC	dTDP-4-dehydrorhamnose 3; 5-epimerase	-0.651326948511329	-0.979656214505515	0.678546192977054	1.15971724097342	0.521743220241387	0.934932621803461	0.184027990923922	0.0286252474551982	0.232163850446491
slr1787	5	slr1787	slr1787	thiamine-monophosphate kinase	-2.36018870576807	-2.68732571670007	0.945532038984369	1.10898560246363	0.00980989964232929	0.00942124926252689	4.74005061234589	5.44423034255402	0.231320798807112
slr0314	5	slr0314	slr0314	non-heme chloroperoxidase	0.318451707847989	-0.00856712019502653	0.160475752132311	0.216292088377958	0.48928840640055	0.830847581906481	0.0988585796971273	0.000689470179987812	0.231237230884894
amt2	5	sll1017	amt2	ammonium/methylammonium permease	0.358780318419182	0.032609610734786	0.15868345023082	0.0841563326907477	0.317804804672139	0.746352504788104	0.178615029141956	0.00414324687547038	0.230637519228052
sll0875	5	sll0875	sll0875	hypothetical protein	0.550551512976301	0.224955640916403	0.361416127866205	0.128827254463457	0.770897234545621	0.773956683279766	0.062214254656839	0.0250338162386146	0.230231049059902
slr8022	5	slr8022	slr8022	hypothetical protein	0.398037959040737	0.0727122683511195	0.301834718482908	0.115449978357629	0.632601102915249	0.914355054285718	0.0791578309037258	0.00282742601574286	0.230040001980826
pleD2	5	slr0687	pleD	probable two-component response regulator	0.114929631471572	-0.209110764987722	0.437837352230977	0.490341210582982	0.892734787732264	0.746352504788104	0.00566344968242858	0.0265687784717522	0.229131161714744
ssl6061	3	ssl6061	ssl6061	hypothetical protein	0.36719861545762	0.0436224533140029	0.269861045865579	0.0653521888406439	0.96476911582635	0.773956683279766	0.00571970874772667	0.00485445252980392	0.228802898482069
pknA	5	slr1225	pknA	serine/threonine kinase	0.00857614048234378	-0.314358418497228	0.756263006421501	0.576790885880139	1	0.647662559333708	0	0.0593040954921951	0.228349216533942
msrA	5	sll1394	msrA	peptide methionine sulfoxide reductase	0.523327122954099	0.202091392820684	0.358355599468603	0.315994030205407	0.453523779275958	0.934932621803461	0.179710501035259	0.00590504714041723	0.227147963136749
sll0210	5	sll0210	uppP	bacitracin resistance protein	-4.7158336941547	-5.03692594418951	2.42799752881838	2.67434692652035	0.00903848382619154	0.0114799821403657	9.63871330686918	9.77193244040446	0.227046507386058
pstA2	5	sll0682	pstA	phosphate transport system permease protein Pst A homolog	-2.03666339576195	-2.35631938426256	1.39531527807998	1.9051364926455	0.146923687918804	0.0226205492561523	1.69635360020338	3.87731613394481	0.226030917115669
sll2013	5	sll2013	sll2013	hypothetical protein	-0.0371931162939468	-0.356363913935343	0.308820715953001	0.64358429393301	0.96476911582635	0.773956683279766	0.000579342578284464	0.0396573684446797	0.225687835368951
sll1911	5	sll1911	sll1911	hypothetical protein	0.38519964818025	0.067151089860665	0.32821833312612	0.214969549585276	0.770897234545621	0.952507446680345	0.043528913173003	0.00141901133603318	0.224894292334384
slr1114	5	slr1114	slr1114	hypothetical protein	0.321776389332285	0.00438741141272128	0.138472938294793	0.107956661202883	0.453523779275958	0.647662559333708	0.110497991813991	0.000827690464366754	0.224427898560791
ureF	5	slr1899	ureF	urease accessory protein F	0.424309234566417	0.107542129169233	0.40766919820058	0.210326309136418	0.453523779275958	0.576431906113401	0.14570776440438	0.0257296682550854	0.223988168283182
hisH	5	slr0084	hisH	amidotransferase HisH	-1.90423115143762	-2.22097348078135	1.04854950662643	1.35241608882754	0.0881684801104733	0.116375269737098	2.00836716577527	2.07469861130611	0.223970648967772
sll0225	5	sll0225	sll0225	unknown protein	0.435179798934295	0.118822953055442	0.283241238825979	0.323155813688818	0.41870951708492	0.873632922859333	0.164535897607226	0.00697146242241795	0.223698070995725
ssl2971	5	ssl2971	ssl2971	hypothetical protein	-1.31026550499088	-1.62522504114874	1.16502838700932	1.31878444016802	0.287103864635769	0.17662761241048	0.710112752945807	1.22369922050179	0.222710023816587
slr0325	5	slr0325	slr0325	hypothetical protein	0.1771811313421	-0.137578727357065	0.529125851496911	0.198669679227155	0.945895107585028	0.228418740933118	0.00428016827703966	0.0882248720229147	0.222568830531499
ftsY	5	slr2102	ftsY	cell division protein FtsY	-3.6554829325019	-3.96971005339777	2.07128171180573	2.08647445106044	0.0122270411707067	0.0114799821403657	6.99176407066215	7.70147087323107	0.222192128018193
sll0943	5	sll0943	sll0943	unknown protein	0.330247629951931	0.0175119857144148	0.486427227566025	0.201513613668176	0.862463238140476	0.497647869636685	0.0212215169768812	0.00530749499263032	0.221137494759091
napC	5	sll0873	napC	carboxynorspermidine decarboxylase	0.432890328810137	0.120265188989012	0.498458227279803	0.217942348798033	0.560291610153004	0.830847581906481	0.108909094594519	0.00967877882075932	0.22105935633691
