chr	start	end	strand	type	gene	name	product	locus	CO2_30percent	CO2_4percent
NC_000911.1	1245940	1246166	+	non-coding	SLL1755-AS2	sll1755-as2	SLL1755-AS2-RNA	sll1755-as2	-0.41515200320849466	0.24776195587613103
NC_000911.1	1246525	1246561	+	non-coding	SLL1755-AS	sll1755-as	SLL1755-AS-RNA	sll1755-as	-0.36521333556044966	0.20647929785461497
NC_000911.1	1247192	1248154	+	protein-coding	SGL_RS07710	hemC	hydroxymethylbilane synthase	slr1887	-2.233365991090584	-3.714844694757454
NC_000911.1	1248284	1250176	+	protein-coding	SGL_RS07715	slr1888	GNAT family N-acetyltransferase	slr1888	0.2965944694951567	0.1472622938811828
NC_000911.1	1250442	1252535	+	protein-coding	SGL_RS07720	pta	phosphate acetyltransferase	slr2132	0.553703531287143	-0.02292344856081885
NC_000911.1	1251243	1251310	-	non-coding	SLR2132-AS2	slr2132-as2	SLR2132-AS2-RNA	slr2132-as2	-0.23492274208640657	0.10463066732486366
NC_000911.1	1251399	1251449	-	non-coding	SLR2132-AS	slr2132-as	SLR2132-AS-RNA	slr2132-as	0.5384344292091555	0.20972409985885673
NC_000911.1	1252593	1253207	-	protein-coding	SGL_RS07725	sll2015	hypothetical protein	sll2015	-0.04503575531373314	-0.01366509947435704
NC_000911.1	1253269	1253982	-	protein-coding	SGL_RS07730	sfsA	sugar fermentation stimulation protein	sll2014	-2.6352022312664665	-1.7743965341138543
NC_000911.1	1254036	1254623	-	protein-coding	SGL_RS07735	sll2013	DUF1997 domain-containing protein	sll2013	-0.04260702515530376	-0.368596892577622
NC_000911.1	1254439	1254467	+	non-coding	SLL2013-AS	sll2013-as	SLL2013-AS-RNA	sll2013-as	0.21207800626930048	0.3762106204387198
NC_000911.1	1254783	1255739	-	protein-coding	SGL_RS07740	sigD	RNA polymerase group 2 sigma factor SigD	sll2012	0.3261887203220632	-0.551828368070548
NC_000911.1	1254783	1255739	-	protein-coding	SGL_RS07740	sigD	RNA polymerase group 2 sigma factor SigD	sll2012	1.0448689005076142	-0.02432599911091218
NC_000911.1	1255836	1255915	-	non-coding	NCL0530	ncl0530	NCL0530-RNA	ncl0530	0.19157354089450324	-0.5533674682498336
NC_000911.1	1256125	1256751	-	protein-coding	SGL_RS07750	queE	7-carboxy-7-deazaguanine synthase QueE	sll2011	0.5358969592647377	0.23243056781607532
NC_000911.1	1256905	1258263	-	protein-coding	SGL_RS07755	murD	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	sll2010	-4.2419701741655835	-3.7207774250520274
NC_000911.1	1257291	1257411	+	non-coding	SLL2010-AS	sll2010-as	SLL2010-AS-RNA	sll2010-as	-1.1448418706674406	-0.2693283061114319
NC_000911.1	1258444	1259751	-	protein-coding	SGL_RS07760	prp2	processing protease Prp2	sll2009	-0.4422506873634297	-0.01319791829582542
NC_000911.1	1259760	1261052	-	protein-coding	SGL_RS07765	prp1	processing protease Prp1	sll2008	-0.6905660442863494	-0.8597987939902246
NC_000911.1	1259760	1261052	-	protein-coding	SGL_RS07765	prp1	processing protease Prp1	sll2008	0.12408105881414797	0.06465938207380484
NC_000911.1	1261355	1261993	+	protein-coding	SGL_RS07770	hupE	HupE cobalt transporter	slr2135	1.395055905195265	0.2830536981097823
NC_000911.1	1262049	1263260	+	protein-coding	SGL_RS07775	ispG	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	slr2136	-4.026522686856085	-4.967614310275013
NC_000911.1	1263414	1263830	-	protein-coding	SGL_RS07780	sll2007	HNH endonuclease	sll2007	-0.7714263573086642	-0.0829816741967527
NC_000911.1	1263823	1264179	-	protein-coding	SGL_RS07785	sll2006	hypothetical protein	sll2006	0.07321901562971765	0.18422801250067852
NC_000911.1	1263897	1264022	+	non-coding	SLL2006-AS	sll2006-as	SLL2006-AS-RNA	sll2006-as	0.09878998617482967	-0.0058019383603372
NC_000911.1	1264328	1267564	-	protein-coding	SGL_RS07790	gyrB	DNA gyrase subunit B // intein-containing DNA gyrase subunit B	sll2005	-3.222824168079268	-2.530692382542305
NC_000911.1	1264328	1267564	-	protein-coding	SGL_RS07790	gyrB	DNA gyrase subunit B // intein-containing DNA gyrase subunit B	sll2005	-4.067642725915936	-2.919470891997347
NC_000911.1	1267693	1267950	-	protein-coding	SGL_RS07795	ssl3829	NDH-1 assembly factor	ssl3829	-0.7397445597554169	-0.04484451720472768
NC_000911.1	1268388	1269410	+	protein-coding	SGL_RS07805	slr2141	methylenetetrahydrofolate reductase	slr2141	-2.705360394825843	-2.968640225543984
NC_000911.1	1268388	1269410	+	protein-coding	SGL_RS07805	slr2141	methylenetetrahydrofolate reductase	slr2141	-1.8289076472158103	-2.2498449548810977
NC_000911.1	1268779	1268899	-	non-coding	SLR2141-AS	slr2141-as	SLR2141-AS-RNA	slr2141-as	0.46400257425551866	0.3232068564402117
NC_000911.1	1269407	1270960	-	protein-coding	SGL_RS07810	sll2003	glycosyltransferase family 39 protein	sll2003	-1.821916252766654	-0.6234418683886932
NC_000911.1	1269635	1269685	+	non-coding	SLL2003-AS	sll2003-as	SLL2003-AS-RNA	sll2003-as	0.08383859263735274	0.21468761767637504
NC_000911.1	1271069	1272274	+	protein-coding	SGL_RS07815	slr2143	aminotransferase class V-fold PLP-dependent enzyme	slr2143	-0.7100299510313846	-0.02292910675954232
NC_000911.1	1272370	1273248	-	protein-coding	SGL_RS07820	sll2002	Tab2/Atab2 family RNA-binding protein	sll2002	-0.12917127905171902	-0.20427206153598895
NC_000911.1	1272370	1273248	-	protein-coding	SGL_RS07820	sll2002	Tab2/Atab2 family RNA-binding protein	sll2002	0.03373884957923522	0.07265296646474122
NC_000911.1	1273260	1273352	+	non-coding	SLL2002-AS	sll2002-as	SLL2002-AS-RNA	sll2002-as	-0.1403651004356679	0.9685088783180816
NC_000911.1	1273408	1274313	+	protein-coding	SGL_RS07825	slr2144	hypothetical protein	slr2144	-2.6681299186098655	-1.5561167269262102
NC_000911.1	1274352	1275281	+	protein-coding	SGL_RS07830	slr1803	DNA adenine methyltransferase (GATC-specific)	slr1803	-0.45540938368267175	0.2575492517943028
NC_000911.1	1274352	1275281	+	protein-coding	SGL_RS07830	slr1803	DNA adenine methyltransferase (GATC-specific)	slr1803	-0.0929404270743386	0.01891021475770118
NC_000911.1	1275011	1275042	-	non-coding	SLR1803-AS	slr1803-as	SLR1803-AS-RNA	slr1803-as	0.29024572921263586	0.2821699367039941
NC_000911.1	1275372	1276157	-	protein-coding	SGL_RS07835	sll1710	IS5 family transposase	sll1710	0.08689929764648864	-0.13102507040363598
NC_000911.1	1276236	1276982	-	protein-coding	SGL_RS07840	sll1709	SDR family NAD(P)-dependent oxidoreductase	sll1709	-1.4064830002294084	-2.02181228566425
NC_000911.1	1276236	1276982	-	protein-coding	SGL_RS07840	sll1709	SDR family NAD(P)-dependent oxidoreductase	sll1709	-2.325829625139765	-4.231562605865224
NC_000911.1	1277108	1277392	-	protein-coding	SGL_RS07845	ssl3291	DUF427 domain-containing protein	ssl3291	0.06592927402532373	-0.00309069337582941
NC_000911.1	1277442	1278074	-	protein-coding	SGL_RS07850	rre17	phosphorylated Rre17 // response regulator Rre17	sll1708	-0.4218760167230925	0.263494266765523
NC_000911.1	1278326	1280542	+	protein-coding	SGL_RS07855	hik16	sensor histidine kinase Hik16	slr1805	0.20897497131191067	-0.1985995398017931
NC_000911.1	1280567	1281337	-	protein-coding	SGL_RS07860	sll1704	SDR family NAD(P)-dependent oxidoreductase	sll1704	0.14411210078379957	-3.360471732120828e-4
NC_000911.1	1280567	1281337	-	protein-coding	SGL_RS07860	sll1704	SDR family NAD(P)-dependent oxidoreductase	sll1704	0.574964496048979	-0.12549616450701506
NC_000911.1	1281361	1283193	-	protein-coding	SGL_RS07865	sppA1	signal peptide peptidase SppA1	sll1703	0.8734705005069247	0.252948874589287
NC_000911.1	1283002	1283107	+	non-coding	SLL1703-AS	sll1703-as	SLL1703-AS-RNA	sll1703-as	0.07231962678809832	0.4126676319098243
NC_000911.1	1283190	1283702	-	protein-coding	SGL_RS07870	sll1702	Ycf51 family protein	sll1702	-1.3657999371711864	-3.546537871420122
NC_000911.1	1283741	1284526	+	protein-coding	SGL_RS07875	slr1807	alpha/beta hydrolase	slr1807	-0.8132567939218279	-0.3798591964038835
NC_000911.1	1284660	1285943	+	protein-coding	SGL_RS07880	hemA	glutamyl-tRNA reductase	slr1808	-3.022920696610536	-4.3178626289746616
NC_000911.1	1284660	1285943	+	protein-coding	SGL_RS07880	hemA	glutamyl-tRNA reductase	slr1808	0.06040715186171133	-0.3559959340833986
NC_000911.1	1286105	1286902	+	protein-coding	SGL_RS07885	slr1809	hypothetical protein	slr1809	-0.3028584642721158	0.0081478356664886
NC_000911.1	1286836	1286926	+	non-coding	SLL1699-AS	sll1699-as	SLL1699-AS-RNA	sll1699-as	-0.9353663668359812	-1.419328731601137
NC_000911.1	1286868	1288763	-	protein-coding	SGL_RS07890	oppA	oligopeptide-binding protein of oligopeptide ABC transporter	sll1699	-0.8213444132591902	0.10462292292668436
NC_000911.1	1286868	1288763	-	protein-coding	SGL_RS07890	oppA	oligopeptide-binding protein of oligopeptide ABC transporter	sll1699	-0.390101989973193	0.34022525231803696
NC_000911.1	1288732	1289112	-	protein-coding	SGL_RS07895	sll1698	hypothetical protein	sll1698	-1.9451567356123125	0.3366901421617863
NC_000911.1	1289113	1289326	-	non-coding	NCL0540	ncl0540	NCL0540-RNA	ncl0540	0.5758589507816968	0.37851820945648373
NC_000911.1	1289257	1289319	-	non-coding	NCL0550	ncl0550	NCL0550-RNA	ncl0550	-0.20991002667441552	0.1268780882912383
NC_000911.1	1289389	1290354	-	protein-coding	SGL_RS07900	sll1697	DUF362 domain-containing protein	sll1697	0.13587287897559147	0.1875965811787688
NC_000911.1	1289389	1290354	-	protein-coding	SGL_RS07900	sll1697	DUF362 domain-containing protein	sll1697	0.2618813898545264	0.03138134289946911
NC_000911.1	1290496	1290957	+	protein-coding	SGL_RS07905	slr1811	DUF29 domain-containing protein	slr1811	0.27616765187734627	0.26536772655767726
NC_000911.1	1291080	1291556	+	protein-coding	SGL_RS07910	slr1812	DUF29 domain-containing protein	slr1812	-0.5071956210143348	-0.03066569519884963
NC_000911.1	1291631	1292092	+	protein-coding	SGL_RS07915	slr1813	DUF29 domain-containing protein	slr1813	0.2364339658890673	-0.04123256921317241
NC_000911.1	1292215	1292679	+	protein-coding	SGL_RS07920	slr1814	DUF29 domain-containing protein	slr1814	0.411304664783342	0.1841545893305408
NC_000911.1	1292820	1293356	+	protein-coding	SGL_RS07925	slr1815	methyltransferase domain-containing protein	slr1815	-0.04647471143130816	-0.30328378118341787
NC_000911.1	1293398	1295551	+	protein-coding	SGL_RS07930	slr1816	hypothetical protein	slr1816	-1.01535674737429	0.12167843414154644
NC_000911.1	1293666	1293782	-	non-coding	SLR1816-AS	slr1816-as	SLR1816-AS-RNA	slr1816-as	0.5386263184188055	0.3138729185841896
NC_000911.1	1295568	1296380	-	protein-coding	SGL_RS07935	sll1696	hypothetical protein	sll1696	1.2904903601175293	-0.0606532480800651
NC_000911.1	1295568	1296380	-	protein-coding	SGL_RS07935	sll1696	hypothetical protein	sll1696	-0.4094901968833421	0.1434944740116775
NC_000911.1	1296382	1296894	-	protein-coding	SGL_RS07940	pilA2	pilin-like protein PilA2	sll1695	0.46811284396362673	0.2318062996415264
NC_000911.1	1296852	1296941	+	non-coding	SLL1695-AS	sll1695-as	SLL1695-AS-RNA	sll1695-as	0.17584469617983414	0.24208511613621544
NC_000911.1	1296993	1297499	-	protein-coding	SGL_RS07945	pilA1	major pilin A1 // prepilin A1	sll1694	1.0128685531554376	0.15461917939345884
NC_000911.1	1296993	1297499	-	protein-coding	SGL_RS07945	pilA1	major pilin A1 // prepilin A1	sll1694	0.964762515005124	0.4579393623023253
NC_000911.1	1297410	1297445	+	non-coding	SLL1694-AS	sll1694-as	SLL1694-AS-RNA	sll1694-as	0.463147484053928	0.09601287629740472
NC_000911.1	1297643	1298965	-	protein-coding	SGL_RS07950	sll1693	methyltransferase domain-containing protein	sll1693	0.1635933897683867	0.07183199415126298
NC_000911.1	1299120	1299725	+	protein-coding	SGL_RS07955	slr1818	hypothetical protein	slr1818	-0.2657064517201643	-0.08994250939270931
NC_000911.1	1299729	1300166	-	protein-coding	SGL_RS07960	sll1692	DUF29 domain-containing protein	sll1692	0.16904589874799208	0.15757406389073303
NC_000911.1	1300159	1300611	-	protein-coding	SGL_RS07965	sll1691	DUF4351 domain-containing protein	sll1691	-0.32136067514961675	-0.11630560480595746
NC_000911.1	1300159	1300611	-	protein-coding	SGL_RS07965	sll1691	DUF4351 domain-containing protein	sll1691	-0.2958943684785064	0.27424565582038346
NC_000911.1	1300429	1300564	+	non-coding	SLL1691-AS	sll1691-as	SLL1691-AS-RNA	sll1691-as	-0.3578446209354727	0.4528290149902688
NC_000911.1	1300661	1301656	+	protein-coding	SGL_RS07970	slr1819	pentapeptide repeat-containing protein	slr1819	-0.30165815456726125	-4.340639328985649
NC_000911.1	1300661	1301656	+	protein-coding	SGL_RS07970	slr1819	pentapeptide repeat-containing protein	slr1819	0.00672318072463389	0.07324122036522716
NC_000911.1	1301671	1302780	-	protein-coding	SGL_RS07975	sigE	RNA polymerase group 2 sigma factor SigE	sll1689	-0.8388017583769317	0.02960881316550995
NC_000911.1	1302812	1302982	-	non-coding	NCL0560	ncl0560	NCL0560-RNA	ncl0560	-0.5459030305914199	0.30248353220373725
NC_000911.1	1303295	1304596	-	protein-coding	SGL_RS07980	thrC	threonine synthase	sll1688	-2.1404617318067043	-3.828729166830609
NC_000911.1	1305025	1306443	+	protein-coding	SGL_RS07985	slr1820	glycosyltransferase family 39 protein	slr1820	-0.04569228591628198	-0.5456035899765673
NC_000911.1	1306436	1309264	-	protein-coding	SGL_RS07990	dgcA	diguanylate cyclase DgcA	sll1687	0.12799145858010866	0.16392069972117898
NC_000911.1	1309018	1309057	+	non-coding	SLL1687-AS	sll1687-as	SLL1687-AS-RNA	sll1687-as	0.34914744082049104	0.02173278831792354
NC_000911.1	1309482	1310582	+	protein-coding	SGL_RS07995	rseP	transmembrane metallopeptidase RseP	slr1821	-1.6750233152101497	-0.8759525880992935
NC_000911.1	1310575	1311234	+	protein-coding	SGL_RS08000	nth	endonuclease III	slr1822	-0.36936333904433855	0.1080371656825256
NC_000911.1	1311358	1311440	-	non-coding	NCL0570	ncl0570	NCL0570-RNA	ncl0570	-0.0369088597121321	0.24406911223570496
NC_000911.1	1311828	1312277	+	protein-coding	SGL_RS08005	slr1732	hypothetical protein	slr1732	0.3824995956190959	-0.2310555499664006
NC_000911.1	1312309	1312803	-	protein-coding	SGL_RS08010	sll1631	nucleoside deaminase	sll1631	-0.09728571340491818	-0.12982639132810206
NC_000911.1	1312503	1312601	+	non-coding	SLL1631-AS	sll1631-as	SLL1631-AS-RNA	sll1631-as	0.28660495248733586	0.14809687837868635
NC_000911.1	1312843	1313268	-	protein-coding	SGL_RS08015	sll1630	DUF29 family protein	sll1630	0.236551854800611	0.22399300724924448
NC_000911.1	1313278	1314747	-	protein-coding	SGL_RS08020	phrB	deoxyribodipyrimidine photolyase PhrB	sll1629	-0.2201584357507399	0.0304771607676745
NC_000911.1	1314909	1316063	-	protein-coding	SGL_RS08025	sll1628	tetratricopeptide repeat protein	sll1628	-2.51056382067766	-2.0818242191319967
NC_000911.1	1316227	1317654	+	protein-coding	SGL_RS08030	opcA	glucose-6-phosphate dehydrogenase assembly protein OpcA	slr1734	0.6341328892146614	-0.8140766601020456
NC_000911.1	1317519	1317620	-	non-coding	SLR1734-AS	slr1734-as	SLR1734-AS-RNA	slr1734-as	0.4164140429455974	0.07537841114470194
NC_000911.1	1317712	1318470	+	protein-coding	SGL_RS08035	bgtA	amino acid ABC transporter ATP-binding protein	slr1735	-0.2952502849888759	0.1055929126623114
NC_000911.1	1318719	1319330	-	protein-coding	SGL_RS08040	lexA	transcriptional regulator LexA	sll1626	0.7299046569983142	-0.4530243862925767
NC_000911.1	1318719	1319330	-	protein-coding	SGL_RS08040	lexA	transcriptional regulator LexA	sll1626	-0.11898299720919904	1.1391533516293024
NC_000911.1	1319546	1320541	-	protein-coding	SGL_RS08045	sdhB1	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	sll1625	0.0199027574815305	0.05552204939837148
NC_000911.1	1320693	1320824	-	non-coding	NCL0580	ncl0580	NCL0580-RNA	ncl0580	-0.02316286353779059	0.6625725974387695
NC_000911.1	1320835	1321839	-	protein-coding	SGL_RS08055	sll1624	two-component system response regulator	sll1624	-0.39218220905060214	-0.5888086083492399
NC_000911.1	1321852	1322523	-	protein-coding	SGL_RS08060	sll1623	energy-coupling factor ABC transporter ATP-binding protein	sll1623	-1.3951237252627504	-0.9927476565461816
NC_000911.1	1321852	1322523	-	protein-coding	SGL_RS08060	sll1623	energy-coupling factor ABC transporter ATP-binding protein	sll1623	-1.980961338786332	-2.5098323397297455
NC_000911.1	1322687	1323613	+	protein-coding	SGL_RS08065	hpt	homogentisate phytyltransferase	slr1736	-2.577752731358491	-0.41161091070615013
NC_000911.1	1323672	1324763	+	protein-coding	SGL_RS08070	vte3	tocopherol cyclase	slr1737	-0.9002001050743326	-0.6114961795268653
NC_000911.1	1324835	1325404	-	protein-coding	SGL_RS08075	sll1621	peroxiredoxin II	sll1621	-0.6768632949807875	-0.8158184141527743
NC_000911.1	1325547	1325693	+	non-coding	NCR0510	ncr0510	NCR0510-RNA	ncr0510	-0.4702587077430088	0.4949423031253479
NC_000911.1	1325715	1326134	+	protein-coding	SGL_RS08080	perR	Fur family transcriptional regulator	slr1738	-0.2047745965633616	0.05665986638946233
NC_000911.1	1326150	1326626	-	protein-coding	SGL_RS08085	sll1620	DUF1499 domain-containing protein	sll1620	0.14409281872399513	0.17470395175453649
NC_000911.1	1326880	1327248	+	protein-coding	SGL_RS08090	psbW2	photosystem II assembly protein Psb28	slr1739	0.2741711118501722	0.20904975631434397
NC_000911.1	1327367	1329115	+	protein-coding	SGL_RS08095	slr1740	peptide ABC transporter substrate-binding protein	slr1740	-0.5915921894349113	0.10183173147110712
NC_000911.1	1329388	1329990	-	protein-coding	SGL_RS08105	sll1618	hypothetical protein	sll1618	-0.23207745475289984	-1.502097089351744
NC_000911.1	1330110	1330880	+	protein-coding	SGL_RS08110	slr1742	type 1 glutamine amidotransferase	slr1742	-3.3407367622219817	-3.119120244790501
NC_000911.1	1330930	1332144	+	protein-coding	SGL_RS08115	ndbB	demethylphylloquinone dehydrogenase	slr1743	0.7261196217745092	0.1981510723263459
NC_000911.1	1332429	1334378	+	protein-coding	SGL_RS08120	amiA	N-acetylmuramoyl-L-alanine amidase A	slr1744	-4.908422382418665	-2.8226318247607836
NC_000911.1	1332429	1334378	+	protein-coding	SGL_RS08120	amiA	N-acetylmuramoyl-L-alanine amidase A	slr1744	-2.708528764238134	-0.18870973753453577
NC_000911.1	1333497	1333547	-	non-coding	SLR1744-AS2	slr1744-as2	SLR1744-AS2-RNA	slr1744-as2	-1.5923981074547418	0.1594808992850512
NC_000911.1	1334021	1334127	-	non-coding	SLR1744-AS	slr1744-as	SLR1744-AS-RNA	slr1744-as	-3.616756595500397	-1.7020192213873209
NC_000911.1	1334522	1335361	+	protein-coding	SGL_RS08125	murI	glutamate racemase	slr1746	-4.611631454181651	-4.711969158447921
NC_000911.1	1335372	1335443	+	non-coding	NCR0520	ncr0520	NCR0520-RNA	ncr0520	-2.647848003801229	-0.8833806057634964
NC_000911.1	1335571	1336980	+	protein-coding	SGL_RS08130	slr1747	Rieske 2Fe-2S domain-containing protein	slr1747	-0.44289537704292514	-2.7676935116364096
NC_000911.1	1337299	1338636	+	protein-coding	SGL_RS08135	ndbA	NADH-quinone oxidoreductase NDH-2	slr0851	-1.2901818694872995	-0.20648432828803864
NC_000911.1	1337299	1338636	+	protein-coding	SGL_RS08135	ndbA	NADH-quinone oxidoreductase NDH-2	slr0851	0.11796226873846942	-0.19894251910689584
NC_000911.1	1338727	1339155	+	protein-coding	SGL_RS08140	slr0852	hypothetical protein	slr0852	-0.28443859925014264	-0.17659790677606554
NC_000911.1	1338727	1339155	+	protein-coding	SGL_RS08140	slr0852	hypothetical protein	slr0852	0.16076213207728882	-0.05119050739404899
NC_000911.1	1339155	1339631	+	protein-coding	SGL_RS08145	rimI	ribosomal protein S18-alanine N-acetyltransferase	slr0853	-1.776645485235348	0.01668185964359236
NC_000911.1	1339656	1341122	+	protein-coding	SGL_RS08150	phrA	deoxyribodipyrimidine photolyase PhrA	slr0854	0.03222652988354275	0.28302768481364154
NC_000911.1	1339656	1341122	+	protein-coding	SGL_RS08150	phrA	deoxyribodipyrimidine photolyase PhrA	slr0854	-0.7820427099785334	-0.44451303643128154
NC_000911.1	1340994	1341056	-	non-coding	SLR0854-AS	slr0854-as	SLR0854-AS-RNA	slr0854-as	-1.043843048563852	-2.399278223487177
